season,week,franchise_id,player_id,player_status
2023,1,0001,14777,ROSTER
2023,1,0001,16162,ROSTER
2023,1,0001,14104,ROSTER
2023,1,0001,15708,ROSTER
2023,1,0001,14835,ROSTER
2023,1,0001,13208,ROSTER
2023,1,0001,13163,ROSTER
2023,1,0001,14171,ROSTER
2023,1,0001,14799,ROSTER
2023,1,0001,12688,ROSTER
2023,1,0001,14223,ROSTER
2023,1,0001,12221,ROSTER
2023,1,0001,15288,ROSTER
2023,1,0001,12239,ROSTER
2023,1,0001,15755,ROSTER
2023,1,0001,15894,ROSTER
2023,1,0001,15752,ROSTER
2023,1,0001,15404,ROSTER
2023,1,0001,12652,ROSTER
2023,1,0001,13733,ROSTER
2023,1,0001,15001,ROSTER
2023,1,0001,7836,ROSTER
2023,1,0001,15293,ROSTER
2023,1,0001,13690,ROSTER
2023,1,0001,14153,ROSTER
2023,1,0001,14180,ROSTER
2023,1,0001,14322,ROSTER
2023,1,0001,15846,ROSTER
2023,1,0001,12767,ROSTER
2023,1,0001,15385,ROSTER
2023,1,0001,14907,ROSTER
2023,1,0001,15823,ROSTER
2023,1,0001,16206,ROSTER
2023,1,0001,11985,ROSTER
2023,1,0001,14283,ROSTER
2023,1,0001,9694,ROSTER
2023,1,0001,11678,ROSTER
2023,1,0001,15693,ROSTER
2023,1,0001,15422,ROSTER
2023,1,0001,13226,ROSTER
2023,1,0001,14147,ROSTER
2023,1,0001,12742,ROSTER
2023,1,0001,15763,TAXI_SQUAD
2023,1,0001,16164,TAXI_SQUAD
2023,1,0002,16161,ROSTER
2023,1,0002,15237,ROSTER
2023,1,0002,15753,ROSTER
2023,1,0002,15754,ROSTER
2023,1,0002,14225,ROSTER
2023,1,0002,14956,ROSTER
2023,1,0002,13723,ROSTER
2023,1,0002,13635,ROSTER
2023,1,0002,15806,ROSTER
2023,1,0002,13307,ROSTER
2023,1,0002,13146,ROSTER
2023,1,0002,12263,ROSTER
2023,1,0002,16186,ROSTER
2023,1,0002,16214,ROSTER
2023,1,0002,14168,ROSTER
2023,1,0002,15271,ROSTER
2023,1,0002,15766,ROSTER
2023,1,0002,13700,ROSTER
2023,1,0002,13684,ROSTER
2023,1,0002,15756,ROSTER
2023,1,0002,14897,ROSTER
2023,1,0002,13224,ROSTER
2023,1,0002,16241,ROSTER
2023,1,0002,16171,ROSTER
2023,1,0002,16197,ROSTER
2023,1,0002,16233,ROSTER
2023,1,0002,15858,ROSTER
2023,1,0002,13133,ROSTER
2023,1,0002,16245,ROSTER
2023,1,0002,9431,ROSTER
2023,1,0002,15381,ROSTER
2023,1,0002,14268,ROSTER
2023,1,0002,13920,ROSTER
2023,1,0002,12739,ROSTER
2023,1,0002,15290,ROSTER
2023,1,0002,15859,ROSTER
2023,1,0002,15357,ROSTER
2023,1,0002,11769,ROSTER
2023,1,0002,15032,ROSTER
2023,1,0002,11382,ROSTER
2023,1,0002,13403,ROSTER
2023,1,0002,15263,ROSTER
2023,1,0002,16231,TAXI_SQUAD
2023,1,0002,16271,TAXI_SQUAD
2023,1,0003,14783,ROSTER
2023,1,0003,15287,ROSTER
2023,1,0003,13319,ROSTER
2023,1,0003,14102,ROSTER
2023,1,0003,14157,ROSTER
2023,1,0003,13245,ROSTER
2023,1,0003,15355,ROSTER
2023,1,0003,15711,ROSTER
2023,1,0003,13813,ROSTER
2023,1,0003,13299,ROSTER
2023,1,0003,16223,ROSTER
2023,1,0003,14071,ROSTER
2023,1,0003,14224,ROSTER
2023,1,0003,11679,ROSTER
2023,1,0003,13668,ROSTER
2023,1,0003,13702,ROSTER
2023,1,0003,13281,ROSTER
2023,1,0003,12764,ROSTER
2023,1,0003,14927,ROSTER
2023,1,0003,13630,ROSTER
2023,1,0003,10783,ROSTER
2023,1,0003,14805,ROSTER
2023,1,0003,13742,ROSTER
2023,1,0003,15815,ROSTER
2023,1,0003,15779,ROSTER
2023,1,0003,15832,ROSTER
2023,1,0003,13303,ROSTER
2023,1,0003,14892,ROSTER
2023,1,0003,15698,ROSTER
2023,1,0003,16165,ROSTER
2023,1,0003,14123,ROSTER
2023,1,0003,12075,ROSTER
2023,1,0003,16018,ROSTER
2023,1,0003,14252,ROSTER
2023,1,0003,16342,ROSTER
2023,1,0003,16262,ROSTER
2023,1,0003,10945,ROSTER
2023,1,0003,15283,ROSTER
2023,1,0003,16236,ROSTER
2023,1,0003,15016,ROSTER
2023,1,0003,16257,ROSTER
2023,1,0003,15445,ROSTER
2023,1,0003,14224,INJURED_RESERVE
2023,1,0003,16176,TAXI_SQUAD
2023,1,0003,16240,TAXI_SQUAD
2023,1,0004,13404,ROSTER
2023,1,0004,12186,ROSTER
2023,1,0004,14085,ROSTER
2023,1,0004,15282,ROSTER
2023,1,0004,14162,ROSTER
2023,1,0004,15805,ROSTER
2023,1,0004,15259,ROSTER
2023,1,0004,11222,ROSTER
2023,1,0004,13223,ROSTER
2023,1,0004,16152,ROSTER
2023,1,0004,13837,ROSTER
2023,1,0004,14800,ROSTER
2023,1,0004,11674,ROSTER
2023,1,0004,15715,ROSTER
2023,1,0004,13251,ROSTER
2023,1,0004,10266,ROSTER
2023,1,0004,10292,ROSTER
2023,1,0004,14247,ROSTER
2023,1,0004,13730,ROSTER
2023,1,0004,11348,ROSTER
2023,1,0004,14909,ROSTER
2023,1,0004,12802,ROSTER
2023,1,0004,13113,ROSTER
2023,1,0004,12301,ROSTER
2023,1,0004,13782,ROSTER
2023,1,0004,14056,ROSTER
2023,1,0004,14858,ROSTER
2023,1,0004,14983,ROSTER
2023,1,0004,13284,ROSTER
2023,1,0004,12752,ROSTER
2023,1,0004,12287,ROSTER
2023,1,0004,15845,ROSTER
2023,1,0004,13646,ROSTER
2023,1,0004,15742,ROSTER
2023,1,0004,14590,ROSTER
2023,1,0004,16289,ROSTER
2023,1,0004,11317,ROSTER
2023,1,0004,9051,ROSTER
2023,1,0004,10753,ROSTER
2023,1,0004,15051,ROSTER
2023,1,0004,15928,ROSTER
2023,1,0004,11228,ROSTER
2023,1,0004,14800,INJURED_RESERVE
2023,1,0004,16152,INJURED_RESERVE
2023,1,0004,16189,TAXI_SQUAD
2023,1,0005,13164,ROSTER
2023,1,0005,13604,ROSTER
2023,1,0005,11675,ROSTER
2023,1,0005,13671,ROSTER
2023,1,0005,14136,ROSTER
2023,1,0005,14105,ROSTER
2023,1,0005,13128,ROSTER
2023,1,0005,11232,ROSTER
2023,1,0005,15238,ROSTER
2023,1,0005,15721,ROSTER
2023,1,0005,12187,ROSTER
2023,1,0005,14208,ROSTER
2023,1,0005,11728,ROSTER
2023,1,0005,15716,ROSTER
2023,1,0005,10976,ROSTER
2023,1,0005,11761,ROSTER
2023,1,0005,13354,ROSTER
2023,1,0005,12779,ROSTER
2023,1,0005,10762,ROSTER
2023,1,0005,11150,ROSTER
2023,1,0005,13764,ROSTER
2023,1,0005,15352,ROSTER
2023,1,0005,12625,ROSTER
2023,1,0005,13952,ROSTER
2023,1,0005,13176,ROSTER
2023,1,0005,12215,ROSTER
2023,1,0005,13260,ROSTER
2023,1,0005,13129,ROSTER
2023,1,0005,10768,ROSTER
2023,1,0005,15396,ROSTER
2023,1,0005,11938,ROSTER
2023,1,0005,14414,ROSTER
2023,1,0005,12176,ROSTER
2023,1,0005,10703,ROSTER
2023,1,0005,13793,ROSTER
2023,1,0005,15777,ROSTER
2023,1,0005,14900,ROSTER
2023,1,0005,15692,ROSTER
2023,1,0005,16303,ROSTER
2023,1,0005,16440,ROSTER
2023,1,0005,14256,ROSTER
2023,1,0005,15888,ROSTER
2023,1,0005,16178,INJURED_RESERVE
2023,1,0005,13301,INJURED_RESERVE
2023,1,0005,16242,TAXI_SQUAD
2023,1,0005,16261,TAXI_SQUAD
2023,1,0006,14836,ROSTER
2023,1,0006,14779,ROSTER
2023,1,0006,15254,ROSTER
2023,1,0006,15350,ROSTER
2023,1,0006,14802,ROSTER
2023,1,0006,14163,ROSTER
2023,1,0006,13696,ROSTER
2023,1,0006,15850,ROSTER
2023,1,0006,14833,ROSTER
2023,1,0006,15889,ROSTER
2023,1,0006,15762,ROSTER
2023,1,0006,14842,ROSTER
2023,1,0006,15349,ROSTER
2023,1,0006,13470,ROSTER
2023,1,0006,15835,ROSTER
2023,1,0006,16239,ROSTER
2023,1,0006,15821,ROSTER
2023,1,0006,14164,ROSTER
2023,1,0006,14852,ROSTER
2023,1,0006,15380,ROSTER
2023,1,0006,15346,ROSTER
2023,1,0006,15289,ROSTER
2023,1,0006,14940,ROSTER
2023,1,0006,16256,ROSTER
2023,1,0006,16150,ROSTER
