"id","name","position","team","posRank","avg","vorp","volr","price"
"10260","Peterson, Patrick","CB","MIN",45,7.53666666666667,-0.493333333333333,0.164166666666666,7.31
"14075","Harris, Damien","RB","NEP",45,7.382,-0.348,2.44033333333333,10.37
"10823","Hicks, Akiem","DE","TBB",45,7.16833333333333,-0.156666666666665,1.33833333333333,8.41
"15364","Cisco, Andre","S","JAC",45,6.89,-1.52333333333333,0.198,8.73
"12126","Purcell, Mike","DT","DEN",45,6.658,-1.342,0.374666666666667,7.46
"16115","Shudak, Caleb","PK","TEN",45,1.9,-3.628,-2.615,9.37
"15006","Hofrichter, Sterling","PN","FA",45,1.155,-3.55833333333333,-2.45166666666667,9.94
"11150","Smith, Geno","QB","SEA",46,9.882,-10.329,-4.67675,16.17
"14834","Ruggs, Henry","WR+TE","FA",46,8.945,0.699,3.075,11.81
"13216","Cunningham, Zach","LB","TEN",46,7.57333333333333,-0.45,1.095,8.34
"12714","Fuller, Kendall","CB","WAS",46,7.46833333333333,-0.561666666666667,0.0958333333333323,7.24
"15716","Robinson, Brian","RB","WAS",46,7.33,-0.4,2.38833333333333,10.31
"9826","Graham, Brandon","DE","PHI",46,7.08,-0.244999999999999,1.25,8.33
"14518","Thompson, Jalen","S","ARI",46,6.794,-1.61933333333333,0.101999999999999,8.63
"12952","Pierce, Michael","DT","BAL",46,6.592,-1.408,0.308666666666666,7.39
"13241","Rosas, Aldrick","PK","FA",46,1.845,-3.683,-2.67,9.32
"15692","Pickett, Kenny","QB","PIT",47,9.735,-10.476,-4.82375,16.02
"16080","Shaheed, Rashid","WR+TE","NOS",47,8.8,0.554,2.93,11.67
"13226","Jackson, Adoree","CB","NYG",47,7.46166666666667,-0.568333333333333,0.0891666666666655,7.23
"10277","Houston, Justin","LB","BAL",47,7.41166666666667,-0.611666666666666,0.933333333333334,8.17
"13608","Penny, Rashaad","RB","SEA",47,7.26166666666667,-0.468333333333334,2.32,10.25
"15815","Walker, Travon","DE","JAC",47,6.94,-0.384999999999999,1.11,8.19
"13231","Peppers, Jabrill","S","NEP",47,6.74333333333333,-1.67,0.051333333333333,8.58
"9940","Woods, Al","DT","SEA",47,6.448,-1.552,0.164666666666666,7.25
"11966","Parkey, Cody","PK","FA",47,1.71,-3.818,-2.805,9.18
"14513","Winslow, Ryan","PN","FA",47,1,-3.71333333333333,-2.60666666666667,9.79
"15697","Ridder, Desmond","QB","ATL",48,9.6525,-10.5585,-4.90625,15.94
"13424","Hill, Taysom","WR+TE","NOS",48,8.78666666666667,0.540666666666667,2.91666666666667,11.65
"12702","Jack, Myles","LB","PIT",48,7.405,-0.618333333333333,0.926666666666667,8.17
"13479","Davis, Michael","CB","LAC",48,7.4,-0.629999999999999,0.0274999999999999,7.17
"11225","Patterson, Cordarrelle","RB","ATL",48,6.99833333333333,-0.731666666666667,2.05666666666667,9.98
"12301","Smith, Za'Darius","DE","MIN",48,6.91333333333333,-0.411666666666666,1.08333333333333,8.16
"13288","Jenkins, Rayshawn","S","JAC",48,6.73,-1.68333333333333,0.0379999999999994,8.57
"15357","Barmore, Christian","DT","NEP",48,6.42666666666667,-1.57333333333333,0.143333333333334,7.23
"15511","Naggar, Chris","PK","FA",48,1.7,-3.828,-2.815,9.17
"13968","Mullens, Nick","QB","MIN",49,8.8675,-11.3435,-5.69125,15.16
"14833","Jeudy, Jerry","WR+TE","DEN",49,8.415,0.168999999999999,2.545,11.28
"13920","Ward, Charvarius","CB","SFO",49,7.395,-0.635,0.0224999999999991,7.16
"14412","Singleton, Alex","LB","DEN",49,7.362,-0.661333333333333,0.883666666666667,8.12
"15378","Oweh, Jayson","DE","BAL",49,6.90333333333333,-0.421666666666666,1.07333333333333,8.15
"15220","Williams, Antonio","RB","FA",49,6.86666666666667,-0.863333333333333,1.925,9.85
"13806","Elliott, DeShon","S","DET",49,6.692,-1.72133333333333,0,8.53
"12735","Rankins, Sheldon","DT","NYJ",49,6.41,-1.59,0.126666666666667,7.21
"15252","Mills, Davis","QB","HOU",50,8.78,-11.431,-5.77875,15.07
"14105","Brown, Marquise","WR+TE","ARI",50,8.246,0,2.376,11.11
"14904","Fulton, Kristian","CB","TEN",50,7.3725,-0.657499999999999,0,7.14
"14210","Pratt, Germaine","LB","CIN",50,7.336,-0.687333333333333,0.857666666666667,8.1
"13234","Mack, Marlon","RB","DEN",50,6.86,-0.87,1.91833333333333,9.84
"12215","Gregory, Randy","DE","DEN",50,6.838,-0.486999999999999,1.008,8.08
"14222","Edwards, Mike","S","TBB",50,6.682,-1.73133333333333,-0.00999999999999979,8.52
"13332","Jones, D.J.","DT","DEN",50,6.35666666666667,-1.64333333333333,0.0733333333333333,7.16
"15239","Wilson, Zach","QB","NYJ",51,8.345,-11.866,-6.21375,14.63
"13250","King, Kevin","CB","FA",51,7.305,-0.725,-0.0675000000000008,7.08
"15914","Rodriguez, Malcolm","LB","DET",51,7.29,-0.733333333333333,0.811666666666667,8.05
"11390","Murray, Latavius","RB","DEN",51,6.81666666666667,-0.913333333333334,1.875,9.8
"13690","Sweat, Josh","DE","PHI",51,6.80166666666667,-0.523333333333333,0.971666666666667,8.05
"13325","Woods, Xavier","S","CAR",51,6.65833333333333,-1.755,-0.033666666666667,8.5
"15393","Odighizuwa, Osa","DT","DAL",51,6.28333333333333,-1.71666666666667,0,7.08
"12417","Lambo, Josh","PK","FA",51,1.3,-4.228,-3.215,8.77
