season,week,franchise_id,starter_status,player_id,player_name,pos,team,player_score,should_start
2023,1,0004,starter,13113,"Watson, Deshaun",QB,CLE,15.23,0
2023,1,0004,starter,14800,"Dobbins, J.K.",RB,BAL,5.90,0
2023,1,0004,starter,13404,"Ekeler, Austin",RB,LAC,28.80,1
2023,1,0004,starter,14085,"Pollard, Tony",RB,DAL,12.40,1
2023,1,0004,starter,11222,"Allen, Keenan",WR,LAC,10.90,1
2023,1,0004,starter,12186,"Diggs, Stefon",WR,BUF,17.40,1
2023,1,0004,starter,14858,"Jefferson, Van",WR,ATL,0.30,0
2023,1,0004,starter,15282,"Smith, DeVonta",WR,PHI,8.40,1
2023,1,0004,starter,14983,"Bass, Tyler",PK,BUF,14.10,1
2023,1,0004,starter,13782,"Dickson, Michael",PN,SEA,9.40,0
2023,1,0004,starter,10266,"Heyward, Cameron",DT,PIT,1.00,0
2023,1,0004,starter,14162,"Wilkins, Christian",DT,MIA,5.50,1
2023,1,0004,starter,13284,"Hendrickson, Trey",DE,CIN,10.10,1
2023,1,0004,starter,15805,"Hutchinson, Aidan",DE,DET,10.00,1
2023,1,0004,starter,10292,"Jordan, Cameron",DE,NOS,13.75,1
2023,1,0004,starter,13837,"Franklin, Zaire",LB,IND,22.50,1
2023,1,0004,starter,12287,"Hicks, Jordan",LB,MIN,2.00,0
2023,1,0004,starter,13730,"Alexander, Jaire",CB,GBP,6.00,1
2023,1,0004,starter,15845,"McDuffie, Trent",CB,KCC,14.00,1
2023,1,0004,starter,11348,"Slay, Darius",CB,PHI,36.50,1
2023,1,0004,starter,13251,"Baker, Budda",S,ARI,4.00,0
2023,1,0004,starter,14909,"Winfield, Antoine",S,TBB,24.50,1
2023,1,0004,nonstarter,15259,"Stevenson, Rhamondre",RB,NEP,10.80,1
2023,1,0004,nonstarter,13223,"Humphrey, Marlon",CB,BAL,NA,0
2023,1,0004,nonstarter,16152,"Richardson, Anthony",QB,IND,16.88,1
2023,1,0004,nonstarter,11674,"Cooks, Brandin",WR,DAL,2.40,0
2023,1,0004,nonstarter,15715,"Cook, James",RB,BUF,5.10,0
2023,1,0004,nonstarter,14247,"Greenlaw, Dre",LB,SFO,6.50,1
2023,1,0004,nonstarter,12802,"Reader, D.J.",DT,CIN,10.50,1
2023,1,0004,nonstarter,12301,"Smith, Za'Darius",DE,CLE,9.00,0
2023,1,0004,nonstarter,14056,"Murray, Kyler",QB,ARI,NA,0
2023,1,0004,nonstarter,12752,"Byard, Kevin",S,PHI,6.50,1
2023,1,0004,nonstarter,13646,"Gallup, Michael",WR,DAL,1.00,0
2023,1,0004,nonstarter,15742,"Warren, Jaylen",RB,PIT,-0.90,0
2023,1,0004,nonstarter,14590,"Al-Shaair, Azeez",LB,TEN,1.00,0
2023,1,0004,nonstarter,16289,"Bennett, Jakorian",CB,LVR,2.60,0
2023,1,0004,nonstarter,11317,"Poyer, Jordan",S,BUF,5.50,0
2023,1,0004,nonstarter,9051,"Campbell, Calais",DT,ATL,3.50,0
2023,1,0004,nonstarter,10753,"Jones, Chandler",DE,FA,NA,0
2023,1,0004,nonstarter,15051,"Townsend, Tommy",PN,KCC,10.55,1
2023,1,0004,nonstarter,15928,"Houston, James",DE,DET,1.00,0
2023,1,0004,nonstarter,11228,"Woods, Robert",WR,HOU,6.40,1
2023,1,0007,starter,13589,"Allen, Josh",QB,BUF,-5.17,0
2023,1,0007,starter,13131,"Mixon, Joe",RB,CIN,5.60,1
2023,1,0007,starter,15717,"Pierce, Dameon",RB,HOU,1.90,0
2023,1,0007,starter,13139,"Williams, Jamaal",RB,NOS,1.40,0
2023,1,0007,starter,12175,"Cooper, Amari",WR,CLE,2.90,0
2023,1,0007,starter,14845,"Davis, Gabriel",WR,BUF,4.40,0
2023,1,0007,starter,11671,"Evans, Mike",WR,TBB,11.20,1
2023,1,0007,starter,12801,"Hill, Tyreek",WR,MIA,46.00,1
2023,1,0007,starter,15368,"McPherson, Evan",PK,CIN,-1.40,1
2023,1,0007,starter,16011,"Stonehouse, Ryan",PN,TEN,-1.45,1
2023,1,0007,starter,12218,"Armstead, Arik",DT,SFO,1.00,1
2023,1,0007,starter,14159,"Lawrence, Dexter",DT,NYG,9.00,1
2023,1,0007,starter,12686,"Bosa, Joey",DE,LAC,-1.80,0
2023,1,0007,starter,12795,"Judon, Matt",DE,NEP,11.10,1
2023,1,0007,starter,14412,"Singleton, Alex",LB,DEN,10.00,1
2023,1,0007,starter,10775,"Wagner, Bobby",LB,SEA,15.00,1
2023,1,0007,starter,12714,"Fuller, Kendall",CB,WAS,6.00,1
2023,1,0007,starter,15833,"Gardner, Ahmad",CB,NYJ,3.00,0
2023,1,0007,starter,13707,"Ward, Denzel",CB,CLE,4.40,0
2023,1,0007,starter,13229,"Jackson, Eddie",S,CHI,11.00,1
2023,1,0007,starter,13714,"James, Derwin",S,LAC,16.00,1
2023,1,0007,starter,14908,"McKinney, Xavier",S,NYG,10.50,1
2023,1,0007,nonstarter,11244,"Kelce, Travis",TE,KCC,NA,0
2023,1,0007,nonstarter,14109,"McLaurin, Terry",WR,WAS,5.20,1
2023,1,0007,nonstarter,12741,"Jones, Chris",DT,KCC,NA,0
2023,1,0007,nonstarter,16169,"Charbonnet, Zach",RB,SEA,0.70,0
2023,1,0007,nonstarter,12234,"Dupree, Bud",DE,ATL,3.00,0
2023,1,0007,nonstarter,16183,"Hyatt, Jalin",WR,NYG,-1.00,0
2023,1,0007,nonstarter,14918,"Terrell, A.J.",CB,ATL,6.00,1
2023,1,0007,nonstarter,13727,"Vander Esch, Leighton",LB,DAL,6.00,1
2023,1,0007,nonstarter,12611,"Goff, Jared",QB,DET,30.23,1
2023,1,0007,nonstarter,14148,"Sweat, Montez",DE,CHI,26.85,1
2023,1,0007,nonstarter,14235,"Tranquill, Drue",LB,KCC,1.50,0
2023,1,0007,nonstarter,12308,"Amos, Adrian",S,HOU,2.00,0
2023,1,0007,nonstarter,16194,"Rice, Rashee",WR,KCC,6.20,1
2023,1,0007,nonstarter,14926,"Gay, Willie",LB,KCC,2.50,0
2023,1,0007,nonstarter,15255,"Gainwell, Kenneth",RB,PHI,7.80,1
2023,1,0007,nonstarter,14878,"Gross-Matos, Yetur",DE,CAR,0.00,0
2023,1,0007,nonstarter,14861,"Johnson, Juwan",TE,NOS,5.20,1
2023,1,0007,nonstarter,15258,"Carter, Michael",RB,ARI,2.10,0
2023,1,0007,nonstarter,14887,"Simmons, Isaiah",LB,NYG,1.00,0
2023,1,0007,nonstarter,16173,"Gray, Eric",RB,NYG,0.00,0
2023,1,0008,starter,14778,"Tagovailoa, Tua",QB,MIA,51.23,1
2023,1,0008,starter,13610,"Chubb, Nick",RB,CLE,18.40,1
2023,1,0008,starter,12626,"Henry, Derrick",RB,TEN,16.80,1
2023,1,0008,starter,14797,"Swift, D'Andre",RB,PHI,-1.40,0
2023,1,0008,starter,15281,"Chase, Ja'Marr",WR,CIN,2.70,1
2023,1,0008,starter,13633,"Kirk, Christian",WR,JAC,-0.70,0
2023,1,0008,starter,13629,"Ridley, Calvin",WR,JAC,13.20,1
2023,1,0008,starter,13156,"Smith-Schuster, JuJu",WR,NEP,2.10,0
2023,1,0008,starter,15369,"Patterson, Riley",PK,JAC,0.90,1
2023,1,0008,starter,13844,"Cooke, Logan",PN,JAC,4.95,1
2023,1,0008,starter,13839,"Sieler, Zach",DT,MIA,13.10,1
2023,1,0008,starter,13298,"Stewart, Grover",DT,IND,13.50,1
2023,1,0008,starter,15565,"Hoecht, Michael",DE,LAR,4.95,0
2023,1,0008,starter,13704,"Nwosu, Uchenna",DE,SEA,9.00,1
2023,1,0008,starter,15822,"Lloyd, Devin",LB,JAC,4.00,0
2023,1,0008,starter,14218,"Okereke, Bobby",LB,NYG,10.50,1
2023,1,0008,starter,14896,"Queen, Patrick",LB,BAL,14.70,1
2023,1,0008,starter,13774,"Reed, D.J.",CB,NYJ,11.00,1
2023,1,0008,starter,14957,"Robertson, Amik",CB,LVR,0.00,1
2023,1,0008,starter,15437,"Forrest, Darrick",S,WAS,3.50,0
2023,1,0008,starter,13288,"Jenkins, Rayshawn",S,JAC,7.00,1
2023,1,0008,starter,14028,"Neal, Ryan",S,TBB,5.50,0
2023,1,0008,nonstarter,14138,"Hockenson, T.J.",TE,MIN,3.50,1
2023,1,0008,nonstarter,14167,"Allen, Josh",DE,JAC,24.10,1
2023,1,0008,nonstarter,15256,"Williams, Javonte",RB,DEN,1.90,0
2023,1,0008,nonstarter,12620,"Prescott, Dak",QB,DAL,11.86,0
2023,1,0008,nonstarter,15452,"Hufanga, Talanoa",S,SFO,20.20,1
2023,1,0008,nonstarter,15331,"Freiermuth, Pat",TE,PIT,2.60,0
2023,1,0008,nonstarter,16190,"Flowers, Zay",WR,BAL,14.40,1
2023,1,0008,nonstarter,16167,"Achane, De'Von",RB,MIA,NA,0
2023,1,0008,nonstarter,16148,"Young, Bryce",QB,CAR,-8.77,0
2023,1,0008,nonstarter,12650,"Boyd, Tyler",WR,CIN,0.00,0
2023,1,0008,nonstarter,14080,"Singletary, Devin",RB,HOU,-0.50,0
2023,1,0008,nonstarter,13632,"Lazard, Allen",WR,NYJ,7.20,1
2023,1,0008,nonstarter,14303,"Elliss, Kaden",LB,ATL,7.50,1
2023,1,0008,nonstarter,16264,"Benton, Keeanu",DT,PIT,5.50,0
2023,1,0008,nonstarter,13296,"Wise, Deatrich",DT,NEP,6.00,0
2023,1,0008,nonstarter,13134,"Foreman, D'Onta",RB,CHI,1.30,0
2023,1,0008,nonstarter,14902,"Okudah, Jeff",CB,ATL,NA,0
2023,1,0008,nonstarter,14857,"Peoples-Jones, Donovan",WR,DET,1.40,0
2023,1,0008,nonstarter,11225,"Patterson, Cordarrelle",RB,ATL,NA,0
2023,1,0008,nonstarter,13681,"Chubb, Bradley",DE,MIA,8.00,1
2023,1,0006,starter,14779,"Herbert, Justin",QB,LAC,21.91,1
2023,1,0006,starter,14852,"Gibson, Antonio",RB,WAS,-4.20,0
2023,1,0006,starter,15254,"Harris, Najee",RB,PIT,4.10,1
2023,1,0006,starter,14836,"Jefferson, Justin",WR,MIN,26.00,1
2023,1,0006,starter,14127,"Meyers, Jakobi",WR,LVR,18.20,1
2023,1,0006,starter,15762,"Pickens, George",WR,PIT,0.20,0
2023,1,0006,starter,14842,"Pittman, Michael",WR,IND,17.40,1
2023,1,0006,starter,13157,"Samuel, Curtis",WR,WAS,10.00,1
2023,1,0006,starter,13718,"Carlson, Daniel",PK,LVR,2.00,1
2023,1,0006,starter,16458,"Hedley, Lou",PN,NOS,5.65,1
2023,1,0006,starter,16256,"Bresee, Bryan",DT,NOS,4.05,0
2023,1,0006,starter,14163,"Simmons, Jeffery",DT,TEN,15.60,1
2023,1,0006,starter,14940,"Highsmith, Alex",DE,PIT,13.00,1
2023,1,0006,starter,15350,"Parsons, Micah",DE,DAL,10.50,1
2023,1,0006,starter,15349,"Phillips, Jaelan",DE,MIA,19.65,1
2023,1,0006,starter,15821,"Dean, Nakobe",LB,PHI,5.50,0
2023,1,0006,starter,13696,"Smith, Roquan",LB,BAL,18.70,1
2023,1,0006,starter,13762,"White, Kyzir",LB,ARI,6.00,1
2023,1,0006,starter,15380,"Campbell, Tyson",CB,JAC,22.00,1
2023,1,0006,starter,13470,"Moore, Kenny",CB,IND,3.00,0
2023,1,0006,starter,15835,"Brisker, Jaquan",S,CHI,9.00,1
2023,1,0006,starter,15850,"Pitre, Jalen",S,HOU,2.20,0
2023,1,0006,nonstarter,14802,"Taylor, Jonathan",RB,IND,NA,0
2023,1,0006,nonstarter,14833,"Jeudy, Jerry",WR,DEN,NA,0
2023,1,0006,nonstarter,15889,"Okonkwo, Chigoziem",TE,TEN,-3.00,0
2023,1,0006,nonstarter,16239,"Campbell, Jack",LB,DET,4.50,0
2023,1,0006,nonstarter,14164,"Jones, Dre'Mont",DT,SEA,4.50,1
2023,1,0006,nonstarter,15346,"Rousseau, Gregory",DE,BUF,9.00,0
2023,1,0006,nonstarter,15289,"Toney, Kadarius",WR,KCC,-5.00,0
2023,1,0006,nonstarter,16150,"Stroud, C.J.",QB,HOU,5.03,0
2023,1,0006,nonstarter,16263,"Martin, Jartavius",S,WAS,-1.80,0
2023,1,0006,nonstarter,15849,"McCreary, Roger",CB,TEN,0.00,0
2023,1,0006,nonstarter,15757,"Robinson, Wan'Dale",WR,NYG,NA,0
2023,1,0006,nonstarter,16175,"Johnson, Roschon",RB,CHI,10.50,1
2023,1,0006,nonstarter,14925,"Uche, Josh",DE,NEP,2.50,0
2023,1,0006,nonstarter,16204,"Dell, Tank",WR,HOU,5.80,1
2023,1,0006,nonstarter,16228,"Smith, Nolan",DE,PHI,2.00,0
2023,1,0006,nonstarter,16253,"Forbes, Emmanuel",CB,WAS,9.00,1
2023,1,0006,nonstarter,14179,"Love, Julian",S,SEA,12.00,1
2023,1,0006,nonstarter,15713,"Ford, Jerome",RB,CLE,-5.80,0
2023,1,0006,nonstarter,15768,"Pierce, Alec",WR,IND,-2.00,0
2023,1,0006,nonstarter,13806,"Elliott, DeShon",S,MIA,10.50,1
2023,1,0010,starter,13116,"Mahomes, Patrick",QB,KCC,20.41,0
2023,1,0010,starter,15712,"Allgeier, Tyler",RB,ATL,20.80,1
2023,1,0010,starter,14073,"Jacobs, Josh",RB,LVR,4.70,0
2023,1,0010,starter,15749,"Pacheco, Isiah",RB,KCC,6.30,1
2023,1,0010,starter,15284,"Waddle, Jaylen",WR,MIA,15.10,1
2023,1,0010,starter,13154,"Williams, Mike",WR,LAC,6.50,1
2023,1,0010,starter,13189,"Engram, Evan",TE,JAC,8.30,1
2023,1,0010,starter,15329,"Pitts, Kyle",TE,ATL,7.80,1
2023,1,0010,starter,8851,"Folk, Nick",PK,TEN,18.30,1
2023,1,0010,starter,14630,"Cole, A.J.",PN,LVR,0.85,1
2023,1,0010,starter,14158,"Oliver, Ed",DT,BUF,15.35,1
2023,1,0010,starter,12225,"Williams, Leonard",DT,SEA,4.00,0
2023,1,0010,starter,14149,"Gary, Rashan",DE,GBP,3.00,0
2023,1,0010,starter,11721,"Mack, Khalil",DE,LAC,4.00,0
2023,1,0010,starter,13214,"Watt, T.J.",DE,PIT,38.90,1
2023,1,0010,starter,13743,"Warner, Fred",LB,SFO,11.50,1
2023,1,0010,starter,14903,"Diggs, Trevon",CB,DAL,12.00,1
2023,1,0010,starter,15361,"Horn, Jaycee",CB,CAR,1.00,0
2023,1,0010,starter,15362,"Surtain II, Patrick",CB,DEN,10.80,1
2023,1,0010,starter,13737,"Bates, Jessie",S,ATL,33.95,1
2023,1,0010,starter,13713,"Fitzpatrick, Minkah",S,PIT,3.50,0
2023,1,0010,starter,15366,"Holland, Jevon",S,MIA,14.00,1
2023,1,0010,nonstarter,15789,"Watson, Christian",WR,GBP,NA,0
2023,1,0010,nonstarter,13697,"Edmunds, Tremaine",LB,CHI,11.50,1
2023,1,0010,nonstarter,16188,"Johnston, Quentin",WR,LAC,0.30,0
2023,1,0010,nonstarter,13192,"Njoku, David",TE,CLE,3.30,0
2023,1,0010,nonstarter,14075,"Harris, Damien",RB,BUF,2.30,0
2023,1,0010,nonstarter,15351,"Owusu-Koramoah, Jeremiah",LB,CLE,2.50,0
2023,1,0010,nonstarter,10700,"Cousins, Kirk",QB,MIN,22.31,0
2023,1,0010,nonstarter,15914,"Rodriguez, Malcolm",LB,DET,1.00,0
2023,1,0010,nonstarter,16258,"Smith, Mazi",DT,DAL,6.00,1
2023,1,0010,nonstarter,15868,"Jones, Marcus",CB,NEP,6.00,0
2023,1,0010,nonstarter,14977,"Osborn, K.J.",WR,MIN,2.20,0
2023,1,0010,nonstarter,13249,"White, Tre'Davious",CB,BUF,5.00,0
2023,1,0010,nonstarter,15836,"Hill, Daxton",S,CIN,22.50,1
2023,1,0010,nonstarter,13710,"Davis, Carlton",CB,TBB,10.00,1
2023,1,0010,nonstarter,16212,"Mayer, Michael",TE,LVR,-2.00,0
2023,1,0010,nonstarter,16291,"Adebawore, Adetomiwa",DT,IND,NA,0
2023,1,0010,nonstarter,16280,"Henley, Daiyan",LB,LAC,NA,0
2023,1,0010,nonstarter,14782,"Love, Jordan",QB,GBP,35.49,1
2023,1,0010,nonstarter,16266,"Tuipulotu, Tuli",DE,LAC,6.00,1
2023,1,0010,nonstarter,16184,"Reed, Jayden",WR,GBP,5.70,1
2023,1,0001,starter,14777,"Burrow, Joe",QB,CIN,-8.84,0
2023,1,0001,starter,14799,"Akers, Cam",RB,MIN,0.80,0
2023,1,0001,starter,16162,"Gibbs, Jahmyr",RB,DET,9.00,1
2023,1,0001,starter,14223,"Mattison, Alexander",RB,MIN,5.80,0
2023,1,0001,starter,14104,"Brown, A.J.",WR,PHI,11.30,1
2023,1,0001,starter,15755,"Dotson, Jahan",WR,WAS,5.00,0
2023,1,0001,starter,13163,"Godwin, Chris",WR,TBB,8.70,1
2023,1,0001,starter,14835,"Higgins, Tee",WR,CIN,-8.00,0
2023,1,0001,starter,9694,"Gano, Graham",PK,NYG,-12.00,1
2023,1,0001,starter,11985,"Way, Tress",PN,WAS,6.90,1
2023,1,0001,starter,13208,"Allen, Jonathan",DT,WAS,17.10,1
2023,1,0001,starter,12688,"Buckner, DeForest",DT,IND,38.10,1
2023,1,0001,starter,14171,"Burns, Brian",DE,CAR,24.20,1
2023,1,0001,starter,12221,"Hunter, Danielle",DE,MIN,19.30,1
2023,1,0001,starter,13690,"Sweat, Josh",DE,PHI,5.45,0
2023,1,0001,starter,14322,"Edwards, T.J.",LB,CHI,10.00,1
2023,1,0001,starter,15404,"Jones, Ernest",LB,LAR,12.50,1
2023,1,0001,starter,15846,"Walker, Quay",LB,GBP,24.05,1
2023,1,0001,starter,13226,"Jackson, Adoree",CB,NYG,4.00,0
2023,1,0001,starter,15422,"Wilson, Marco",CB,NEP,2.60,0
2023,1,0001,starter,14907,"Delpit, Grant",S,CLE,14.50,1
2023,1,0001,starter,12767,"Simmons, Justin",S,DEN,2.30,0
2023,1,0001,nonstarter,15708,"Hall, Breece",RB,NYJ,18.40,1
2023,1,0001,nonstarter,15288,"Moore, Elijah",WR,CLE,8.40,1
2023,1,0001,nonstarter,12239,"Kendricks, Eric",LB,LAC,8.50,0
2023,1,0001,nonstarter,15894,"Woolen, Tariq",CB,SEA,2.00,0
2023,1,0001,nonstarter,15752,"Burks, Treylon",WR,TEN,2.40,0
2023,1,0001,nonstarter,12652,"Thomas, Michael",WR,NOS,7.70,1
2023,1,0001,nonstarter,13733,"Leonard, Shaquille",LB,PHI,7.50,0
2023,1,0001,nonstarter,15001,"Curl, Kamren",S,WAS,14.00,1
2023,1,0001,nonstarter,7836,"Rodgers, Aaron",QB,NYJ,-3.00,0
2023,1,0001,nonstarter,15293,"Bateman, Rashod",WR,BAL,6.00,0
2023,1,0001,nonstarter,14153,"Allen, Zach",DT,DEN,12.50,1
2023,1,0001,nonstarter,14180,"Murphy, Byron",CB,MIN,5.00,1
2023,1,0001,nonstarter,15385,"Ojulari, Azeez",DE,NYG,1.00,0
2023,1,0001,nonstarter,15823,"Harris, Christian",LB,HOU,5.50,0
2023,1,0001,nonstarter,16206,"Wilson, Michael",WR,ARI,1.30,0
2023,1,0001,nonstarter,14283,"Wilson, Donovan",S,DAL,NA,0
2023,1,0001,nonstarter,11678,"Robinson, Allen",WR,PIT,8.30,1
2023,1,0001,nonstarter,15693,"Howell, Sam",QB,WAS,1.81,1
2023,1,0001,nonstarter,14147,"Bosa, Nick",DE,SFO,4.00,0
2023,1,0001,nonstarter,12742,"Howard, Xavien",CB,MIA,5.40,1
2023,1,0005,starter,11150,"Smith, Geno",QB,SEA,5.41,0
2023,1,0005,starter,13604,"Barkley, Saquon",RB,NYG,6.10,1
2023,1,0005,starter,15716,"Robinson, Brian",RB,WAS,9.20,1
2023,1,0005,starter,11675,"Adams, Davante",WR,LVR,9.20,1
2023,1,0005,starter,11232,"Hopkins, DeAndre",WR,TEN,6.00,0
2023,1,0005,starter,12187,"Lockett, Tyler",WR,SEA,-0.50,0
2023,1,0005,starter,14136,"Samuel, Deebo",WR,SFO,7.60,1
2023,1,0005,starter,13793,"Valdes-Scantling, Marquez",WR,KCC,9.60,1
2023,1,0005,starter,10976,"Tucker, Justin",PK,BAL,4.40,0
2023,1,0005,starter,14256,"Bailey, Jake",PN,MIA,-0.80,1
2023,1,0005,starter,10762,"Cox, Fletcher",DT,PHI,6.50,1
2023,1,0005,starter,14900,"Madubuike, Justin",DT,BAL,2.90,1
2023,1,0005,starter,13260,"Tomlinson, Dalvin",DT,CLE,1.50,1
2023,1,0005,starter,15352,"Collins, Zaven",DE,ARI,16.15,1
2023,1,0005,starter,12215,"Gregory, Randy",DE,SFO,1.00,1
2023,1,0005,starter,16303,"Herbig, Nick",DE,PIT,1.00,1
2023,1,0005,starter,10768,"David, Lavonte",LB,TBB,11.00,1
2023,1,0005,starter,13952,"Luvu, Frankie",LB,CAR,5.75,0
2023,1,0005,starter,11728,"Mosley, C.J.",LB,NYJ,6.00,1
2023,1,0005,starter,15888,"Durant, Decobie",CB,LAR,0.00,1
2023,1,0005,starter,13764,"Johnson, Taron",CB,BUF,0.00,1
2023,1,0005,starter,14414,"Owens, Jonathan",S,GBP,3.00,1
2023,1,0005,nonstarter,13164,"Kupp, Cooper",WR,LAR,NA,0
2023,1,0005,nonstarter,13671,"Andrews, Mark",TE,BAL,NA,0
2023,1,0005,nonstarter,14105,"Brown, Marquise",WR,ARI,9.40,1
2023,1,0005,nonstarter,13128,"Cook, Dalvin",RB,BAL,5.30,0
2023,1,0005,nonstarter,15238,"Fields, Justin",QB,CHI,8.33,0
2023,1,0005,nonstarter,15721,"White, Rachaad",RB,TBB,0.80,0
2023,1,0005,nonstarter,14208,"Johnson, Diontae",WR,PIT,6.10,0
2023,1,0005,nonstarter,11761,"McKinnon, Jerick",RB,KCC,1.00,0
2023,1,0005,nonstarter,13354,"Butker, Harrison",PK,KCC,7.40,1
2023,1,0005,nonstarter,12779,"Campbell, De'Vondre",LB,GBP,2.50,0
2023,1,0005,nonstarter,12625,"Elliott, Ezekiel",RB,NEP,-3.90,0
2023,1,0005,nonstarter,13176,"Jones, Zay",WR,JAC,12.50,1
2023,1,0005,nonstarter,13129,"Fournette, Leonard",RB,FA,NA,0
2023,1,0005,nonstarter,15396,"Deablo, Divine",LB,LVR,9.00,1
2023,1,0005,nonstarter,11938,"Thielen, Adam",WR,CAR,0.50,0
2023,1,0005,nonstarter,12176,"Parker, DeVante",WR,NEP,NA,0
2023,1,0005,nonstarter,10703,"Wilson, Russell",QB,DEN,17.94,1
2023,1,0005,nonstarter,15777,"Austin III, Calvin",WR,PIT,4.90,0
2023,1,0005,nonstarter,15692,"Pickett, Kenny",QB,PIT,-5.31,0
2023,1,0005,nonstarter,16440,"Murphy, Caleb",LB,TEN,NA,0
2023,1,0003,starter,14783,"Hurts, Jalen",QB,PHI,8.78,0
2023,1,0003,starter,13319,"Jones, Aaron",RB,GBP,28.40,1
2023,1,0003,starter,14071,"Montgomery, David",RB,DET,7.90,1
2023,1,0003,starter,15711,"Walker III, Kenneth",RB,SEA,6.40,0
2023,1,0003,starter,11679,"Beckham, Odell",WR,BAL,6.40,0
2023,1,0003,starter,14102,"Metcalf, DK",WR,SEA,7.90,1
2023,1,0003,starter,15287,"St. Brown, Amon-Ra",WR,DET,14.20,1
2023,1,0003,starter,13299,"Kittle, George",TE,SFO,-0.20,0
2023,1,0003,starter,13303,"Elliott, Jake",PK,PHI,24.60,1
2023,1,0003,starter,10945,"Hekker, Johnny",PN,CAR,9.40,1
2023,1,0003,starter,12764,"Hargrave, Javon",DT,SFO,10.40,1
2023,1,0003,starter,14157,"Williams, Quinnen",DT,NYJ,17.50,1
2023,1,0003,starter,16223,"Anderson, Will",DE,HOU,14.70,1
2023,1,0003,starter,13245,"Reddick, Haason",DE,PHI,2.00,0
2023,1,0003,starter,15355,"Bolton, Nick",LB,KCC,5.50,0
2023,1,0003,starter,13702,"Jewell, Josey",LB,DEN,3.50,0
2023,1,0003,starter,13813,"Oluokun, Foyesade",LB,JAC,14.50,1
2023,1,0003,starter,13281,"Douglas, Rasul",CB,BUF,14.00,1
2023,1,0003,starter,15445,"Lenoir, Deommodore",CB,SFO,6.20,1
2023,1,0003,starter,14927,"Chinn, Jeremy",S,CAR,5.00,0
2023,1,0003,starter,14224,"Gardner-Johnson, Chauncey",S,DET,13.00,1
2023,1,0003,starter,10783,"Smith, Harrison",S,MIN,3.50,0
2023,1,0003,nonstarter,13668,"Chark, D.J.",WR,CAR,NA,0
2023,1,0003,nonstarter,13630,"Sutton, Courtland",WR,DEN,7.40,1
2023,1,0003,nonstarter,14805,"Dillon, AJ",RB,GBP,-0.80,0
2023,1,0003,nonstarter,13742,"Hill, B.J.",DT,CIN,10.50,1
2023,1,0003,nonstarter,15815,"Walker, Travon",DE,JAC,11.50,1
2023,1,0003,nonstarter,15779,"Doubs, Romeo",WR,GBP,11.70,1
2023,1,0003,nonstarter,15832,"Stingley Jr., Derek",CB,HOU,-0.40,0
2023,1,0003,nonstarter,14892,"Brooks, Jordyn",LB,SEA,10.50,1
2023,1,0003,nonstarter,15698,"Purdy, Brock",QB,SFO,23.71,1
2023,1,0003,nonstarter,16165,"Spears, Tyjae",RB,TEN,1.10,0
2023,1,0003,nonstarter,14123,"Renfrow, Hunter",WR,LVR,0.00,0
2023,1,0003,nonstarter,12075,"Barrett, Shaq",DE,TBB,9.00,1
2023,1,0003,nonstarter,16018,"Blankenship, Reed",S,PHI,18.00,1
2023,1,0003,nonstarter,14252,"Jackson, Michael",CB,SEA,1.00,0
2023,1,0003,nonstarter,16342,"Douglas, Demario",WR,NEP,4.00,0
2023,1,0003,nonstarter,16262,"White, Keion",DT,NEP,3.00,0
2023,1,0003,nonstarter,15283,"Moore, Rondale",WR,ARI,7.00,1
2023,1,0003,nonstarter,16236,"To'oTo'o, Henry",LB,HOU,2.50,0
2023,1,0003,nonstarter,15016,"Jackson, Dane",CB,BUF,1.00,0
2023,1,0003,nonstarter,16257,"Anudike-Uzomah, Felix",DE,KCC,6.00,0
2023,1,0009,starter,13593,"Jackson, Lamar",QB,BAL,-0.89,1
2023,1,0009,starter,15253,"Etienne, Travis",RB,JAC,15.30,1
2023,1,0009,starter,13130,"McCaffrey, Christian",RB,SFO,27.30,1
2023,1,0009,starter,14079,"Sanders, Miles",RB,CAR,2.10,0
2023,1,0009,starter,14840,"Aiyuk, Brandon",WR,SFO,33.80,1
2023,1,0009,starter,14832,"Lamb, CeeDee",WR,DAL,14.90,1
2023,1,0009,starter,15751,"London, Drake",WR,ATL,-2.00,0
2023,1,0009,starter,13674,"Goedert, Dallas",TE,PHI,-1.00,0
2023,1,0009,starter,16286,"Moody, Jake",PK,SFO,11.60,1
2023,1,0009,starter,15887,"Camarda, Jake",PN,TBB,14.05,1
2023,1,0009,starter,11757,"Donald, Aaron",DT,LAR,9.55,1
2023,1,0009,starter,12305,"Jarrett, Grady",DT,ATL,7.95,1
2023,1,0009,starter,13198,"Garrett, Myles",DE,CLE,12.10,1
2023,1,0009,starter,15808,"Karlaftis, George",DE,KCC,15.00,1
2023,1,0009,starter,14877,"Young, Chase",DE,SFO,NA,0
2023,1,0009,starter,15387,"Werner, Pete",LB,NOS,7.05,0
2023,1,0009,starter,14928,"Wilson, Logan",LB,CIN,9.00,1
2023,1,0009,starter,15852,"Gordon, Kyler",CB,CHI,5.00,0
2023,1,0009,starter,15441,"Hobbs, Nate",CB,LVR,17.00,1
2023,1,0009,starter,12988,"Jones, Jonathan",CB,NEP,5.00,0
2023,1,0009,starter,14921,"Dugger, Kyle",S,NEP,2.50,0
2023,1,0009,starter,15834,"Hamilton, Kyle",S,BAL,2.50,0
